from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
TM0648,TB0648,,,,,2,0
TB0648,TM0648,,,,,2,0
A0497,A0500,,,,,2,89
A0500,A0497,,,,,2,89
A2452,TB1462,,,,,2,454
TB1462,A2452,,,,,2,454
A6491,A0500,,,,,2,505
A0500,A6491,,,,,2,505
TM1322,TB0648,,,,,2,533
A1261,A2303,,,,,2,17
A2303,A1261,,,,,2,17
A6308,TB0648,,,,,2,744
TB0648,A6308,,,,,2,744
TM0929,TB0648,,,,,2,458
TB0648,TM0929,,,,,2,458
TB1345,TB0648,,,,,2,175
TB0648,TB1345,,,,,2,175
M211,TB0648,,,,,2,717
TB0648,M211,,,,,2,717
A0011,TB0648,,,,,2,472
TM2334,M208,,,,,2,185
M208,TM2334,,,,,2,185
M210,TB0648,,,,,2,497
TB0648,M210,,,,,2,497
TM2588,A2721,,,,,2,476
A0225,A0500,,,,,2,498
A0500,A0225,,,,,2,498
TB1463,TB1462,,,,,2,74
TB1462,TB1463,,,,,2,74
TM0647,TB0648,,,,,2,150
TB0648,TM0647,,,,,2,150
TB6697,TB0648,,,,,2,147
A2721,TB2066,,,,,2,205
A1053,TM2250,,,,,2,318
TM2250,A1053,,,,,2,318
A6476,TB1462,,,,,2,165
TB1462,A6476,,,,,2,165
TB0611,A0500,,,,,2,451
A0500,TB0611,,,,,2,451
A2257,A0500,,,,,2,541
A0500,A2257,,,,,2,541
A2798,TB1462,,,,,2,348
TB1462,A2798,,,,,2,348
A0585,A1774,,,,,2,217
A1498,A0500,,,,,2,578
TM2085,TM1284,,,,,2,636
TM1284,TM2085,,,,,2,636
A6492,A0500,,,,,2,519
A0500,A6492,,,,,2,519
TB2380,TB0648,,,,,2,431
TB0648,TB2380,,,,,2,431
TB2451,TB1462,,,,,2,58
TB1462,TB2451,,,,,2,58
TB0011,TB0648,,,,,2,472
TB0648,TB0011,,,,,2,472
A6614,TB0648,,,,,2,695
TB0500,A0500,,,,,2,7
A0500,TB0500,,,,,2,7
TM0880,A2207,,,,,2,342
A2207,TM0880,,,,,2,342
A1930,A0500,,,,,2,247
A0500,A1930,,,,,2,247
A0777,A0500,,,,,2,531
A0500,A0777,,,,,2,531
TB2379,TB0648,,,,,2,495
TB0648,TB2379,,,,,2,495
TB2797,TB1462,,,,,2,295
TB1462,TB2797,,,,,2,295
TB1344,TB0648,,,,,2,71
A0928,TB0648,,,,,2,427
TB0648,A0928,,,,,2,427
A1235,A1774,,,,,2,297
A1774,A1235,,,,,2,297
TM0011,TB0648,,,,,2,472
TB0648,TM0011,,,,,2,472
A0611,A0500,,,,,2,451
A0500,A0611,,,,,2,451
A0612,A0500,,,,,2,468
A0500,A0612,,,,,2,468
A2408,A0500,,,,,2,425
TB0928,TB0648,,,,,2,434
TB0648,TB0928,,,,,2,434
A0778,A0500,,,,,2,497
A0500,A0778,,,,,2,497
A0010,TB0648,,,,,2,549
TB0648,A0010,,,,,2,549
A6615,TB0648,,,,,2,694
TB0648,A6615,,,,,2,694
A1344,TB0648,,,,,2,71
TB0648,A1344,,,,,2,71
A2100,A6087,,,,,2,110
TB1821,A0466,,,,,2,410
TM1325,TB0648,,,,,2,438
A6087,A1946,,,,,2,385
A1946,A6087,,,,,2,385
TM2197,A2570,,,,,2,15
A2570,TM2197,,,,,2,15
A0466,TB1821,,,,,2,410
A6369,TM1165,,,,,2,497
A6087,A6307,,,,,2,283
TM1323,TB0648,,,,,2,519
A1926,TM1165,,,,,2,528
TM1165,A1926,,,,,2,528
A2568,TM2197,,,,,2,257
TM2197,A2568,,,,,2,257
A6498,M208,,,,,2,302
A2162,TM2197,,,,,2,631
A1052,TM1165,,,,,2,485
TM1165,A1052,,,,,2,485
A6109,TB0648,,,,,2,437
TM1165,A6369,,,,,2,497
TM1925,TM1165,,,,,2,504
TM1165,TM1925,,,,,2,504
A1248,TM1165,,,,,2,573
TM1165,A1248,,,,,2,573
TM1248,TM1165,,,,,2,573
TM1165,TM1248,,,,,2,573
TM0327,TM1165,,,,,2,303
TM1165,TM0327,,,,,2,303
A6232,TB0648,,,,,2,444
TB0648,TM1325,,,,,2,438
TM0709,TM2197,,,,,2,250
TM2197,TM0709,,,,,2,250
A6453,TM2197,,,,,2,556
TM2197,A6453,,,,,2,556
A6453,TM1165,,,,,2,650
TM1165,A6453,,,,,2,650
A6152,TM1165,,,,,2,404
TM1165,A6152,,,,,2,404
A1166,TM1165,,,,,2,13
TM1165,A1166,,,,,2,13
TM1949,TM1165,,,,,2,500
TM1165,TM1949,,,,,2,500
A0620,TM2197,,,,,2,332
TM2197,A0620,,,,,2,332
TB0648,TM1323,,,,,2,519
A2571,TM2197,,,,,2,233
TM2197,A2571,,,,,2,233
A2330,TB0648,,,,,2,534
TB0648,A2330,,,,,2,534
A6609,TM2197,,,,,2,305
TM2197,A6609,,,,,2,305
A1925,TM1165,,,,,2,509
TM1165,A1925,,,,,2,509
A6639,TB0648,,,,,2,127
TB0648,A6639,,,,,2,127
A2163,TM2197,,,,,2,651
TM2197,A2163,,,,,2,651
TB1324,TB0648,,,,,2,453
TB0648,TB1324,,,,,2,453
A1249,TM1165,,,,,2,560
TM1165,A1249,,,,,2,560
M5,TM1165,,,,,2,451
TM1165,M5,,,,,2,451
A6611,TM1165,,,,,2,21
TM1165,A6611,,,,,2,21
A2380,TB0648,,,,,2,431
TB0648,A2380,,,,,2,431
A6608,TM1165,,,,,2,25
TM1165,A6608,,,,,2,25
A1050,TM1165,,,,,2,425
TM1165,A1050,,,,,2,425
A0281,TM2197,,,,,2,286
TM2197,A0281,,,,,2,286
A1948,TM1165,,,,,2,550
TM1165,A1948,,,,,2,550
A6507,TM1165,,,,,2,496
TM1165,A6507,,,,,2,496
TM6100,TM2197,,,,,2,207
TM2197,TM6100,,,,,2,207
TM6100,TM1165,,,,,2,544
TB0647,TB0648,,,,,2,105
TB0648,TB0647,,,,,2,105
A2251,TM1165,,,,,2,636
TM1165,A2251,,,,,2,636
TM0285,TM1165,,,,,2,371
TM1165,TM0285,,,,,2,371
TB0929,TB0648,,,,,2,458
TB0648,TB0929,,,,,2,458
A2252,TM1165,,,,,2,631
TM1165,A2252,,,,,2,631
A1949,TM1165,,,,,2,500
TM1165,A1949,,,,,2,500
TM1046,TM2197,,,,,2,435
TM2197,TM1046,,,,,2,435
A1247,TM1165,,,,,2,552
TM1165,A1247,,,,,2,552
TM2196,TM2197,,,,,2,3
TM2197,TM2196,,,,,2,3
A1051,TM1165,,,,,2,447
TM1165,A1051,,,,,2,447
A0296,TM2197,,,,,2,616
TM2197,A0296,,,,,2,616
M4,TM2197,,,,,2,538
TM2197,M4,,,,,2,538
A6506,TM1165,,,,,2,452
TM1165,A6506,,,,,2,452
TM0619,TM2197,,,,,2,212
TM2197,TM0619,,,,,2,212
TM0707,TM2197,,,,,2,303
TM2197,TM0707,,,,,2,303
M208,A6498,,,,,2,302
TB2066,A2721,,,,,2,205
A6613,TM2197,,,,,2,214
TM2421,TM2250,,,,,2,324
TM2250,TM2421,,,,,2,324
A2145,TM2197,,,,,2,528
TM2197,A2145,,,,,2,528
A2721,TB0178,,,,,2,525
TM0618,TM2197,,,,,2,239
TM2197,TM0618,,,,,2,239
A6399,TM2250,,,,,2,649
TM2250,A6399,,,,,2,649
TM1045,TM2197,,,,,2,479
TM2197,TM1045,,,,,2,479
TM0708,TM2197,,,,,2,215
A6610,TM2197,,,,,2,302
TM2197,A6610,,,,,2,302
A2569,TM2197,,,,,2,9
TM2197,A2569,,,,,2,9
TM0706,TM2197,,,,,2,280
TM2197,TM0706,,,,,2,280
A6092,TM1284,,,,,2,149
TM1284,A6092,,,,,2,149
A1047,TM2197,,,,,2,587
TM2197,A1047,,,,,2,587
A6193,A2207,,,,,2,253
A2572,TM2197,,,,,2,420
TM2197,A2572,,,,,2,420
A2146,TM2197,,,,,2,571
TM2197,A2146,,,,,2,571
A6157,TM2197,,,,,2,386
TM2197,A6157,,,,,2,386
A0282,TM2197,,,,,2,258
TM2197,A0282,,,,,2,258
A6158,TM2197,,,,,2,590
TM2197,A6158,,,,,2,590
TB1821,TB0441,,,,,2,539
TB0441,TB1821,,,,,2,539
A0326,TM1165,,,,,2,299
A2667,TB0938,,,,,2,309
TB0938,A2667,,,,,2,309
A6606,A2304,,,,,2,229
TB2300,A2304,,,,,2,18
TB2453,TB1462,,,,,2,451
TB1462,TB2453,,,,,2,451
A0939,A2667,,,,,2,392
A6307,A6087,,,,,2,283
A6087,TB0303,,,,,2,317
A0415,A2304,,,,,2,206
A2304,A0415,,,,,2,206
A2451,TB2453,,,,,2,371
TB0864,A2304,,,,,2,231
A2304,TB0864,,,,,2,231
A2667,A0939,,,,,2,392
A6068,A6063,,,,,2,8
A6063,A6068,,,,,2,8
A6150,A2304,,,,,2,803
A2304,A6150,,,,,2,803
TB2452,TB2453,,,,,2,49
TB2453,TB2452,,,,,2,49
A6257,A2304,,,,,2,598
A2304,A6257,,,,,2,598
A2300,A2304,,,,,2,18
A6258,A2304,,,,,2,591
A2304,A6258,,,,,2,591
A2453,TB2453,,,,,2,49
TB2453,A2453,,,,,2,49
A2304,TB2300,,,,,2,18
A2623,A2304,,,,,2,376
A2304,A2623,,,,,2,376
TB2608,A2667,,,,,2,139
A2667,TB2608,,,,,2,139
TB0865,A2304,,,,,2,284
A2304,TB0865,,,,,2,284
A1250,TM1165,,,,,2,571
TM1987,A2667,,,,,2,434
A2667,TM1987,,,,,2,434
A0938,A2667,,,,,2,309
A2667,A0938,,,,,2,309
A2452,TB2453,,,,,2,55
TB2453,A2452,,,,,2,55
TB2304,A2304,,,,,2,17
A2304,TB2304,,,,,2,17
A6659,TM1165,,,,,2,497
TM1165,A6659,,,,,2,497
TM1050,TM1165,,,,,2,425
TM1165,TM1050,,,,,2,425
TM2251,TM1165,,,,,2,636
TM0707,TM1165,,,,,2,333
TM1165,TM0707,,,,,2,333
M23,TB2453,,,,,2,720
TB2453,M23,,,,,2,720
A1462,TB2453,,,,,2,451
TB2453,A1462,,,,,2,451
TB1374,A2304,,,,,2,305
A2304,TB1374,,,,,2,305
A6460,TM1165,,,,,2,451
TM1165,A6460,,,,,2,451
TB2455,TB2453,,,,,2,484
TM0848,A2667,,,,,2,198
A2667,TM0848,,,,,2,198
A0414,A2304,,,,,2,192
A2304,A0414,,,,,2,192
TB1463,TB2453,,,,,2,454
TB2453,TB1463,,,,,2,454
A1053,TM1165,,,,,2,382
TM1165,A1053,,,,,2,382
A6613,TM1165,,,,,2,507
TM1165,A6613,,,,,2,507
TM0847,A2667,,,,,2,198
A2667,TM0847,,,,,2,198
A2666,A2667,,,,,2,59
TB0178,A2721,,,,,2,525
TM0286,TM1165,,,,,2,340
TM1165,TM0286,,,,,2,340
TB0058,A2667,,,,,2,151
A2667,TB0058,,,,,2,151
A0327,TM1165,,,,,2,312
TM1165,A0327,,,,,2,312
A6698,A2275,,,,,2,476
A2275,A6698,,,,,2,476
TM6105,TM1165,,,,,2,549
TM1165,TM6105,,,,,2,549
A2608,A2667,,,,,2,139
A2667,A2608,,,,,2,139
A0750,TB0315,,,,,2,560
TB0315,A0750,,,,,2,560
TM1166,TM1165,,,,,2,54
TM1165,TM1166,,,,,2,54
TM0708,TM1165,,,,,2,437
TM1165,TM0708,,,,,2,437
A6610,TM1165,,,,,2,333
TM1165,A6610,,,,,2,333
A2721,A0971,,,,,2,462
A6660,TM1165,,,,,2,214
TM1165,A6660,,,,,2,214
TM0706,TM1165,,,,,2,366
TM1165,TM0706,,,,,2,366
A6149,A2304,,,,,2,638
A2304,A6149,,,,,2,638
TB1033,TB0315,,,,,2,416
TB0315,TB1033,,,,,2,416
A0316,TB0315,,,,,2,272
TB0315,A0316,,,,,2,272
A2366,TB0315,,,,,2,480
TB0315,A2366,,,,,2,480
TB2451,TB2453,,,,,2,392
A2248,TM1165,,,,,2,610
TM1165,A2248,,,,,2,610
A0058,A2667,,,,,2,151
A2667,A0058,,,,,2,151
TB0414,A2304,,,,,2,192
A2304,TB0414,,,,,2,192
A0747,TB0315,,,,,2,590
TB0315,A0747,,,,,2,590
TM0326,TM1165,,,,,2,285
TM1165,TM0326,,,,,2,285
TM0879,A2207,,,,,2,350
A2207,TM0879,,,,,2,350
TB2797,TB2453,,,,,2,675
TB2623,A2304,,,,,2,376
A2304,TB2623,,,,,2,376
A6508,TM1165,,,,,2,674
TM1165,A6508,,,,,2,674
A0864,A2304,,,,,2,231
A2304,A0864,,,,,2,231
A1396,TB0315,,,,,2,518
TB0315,A1396,,,,,2,518
TB0318,TB0315,,,,,2,286
TB0315,TB0318,,,,,2,286
A2446,A2304,,,,,2,641
TM2248,TM1165,,,,,2,610
TM1165,TM2248,,,,,2,610
A2365,TB0315,,,,,2,403
TB0315,A2365,,,,,2,403
A0317,TB0315,,,,,2,197
TB0315,A0317,,,,,2,197
TB0315,A1033,,,,,2,429
TB0939,A2667,,,,,2,382
A2667,TB0939,,,,,2,382
A0282,TM1165,,,,,2,421
TM1165,A0282,,,,,2,421
A0318,TB0315,,,,,2,286
TB0315,A0318,,,,,2,286
TB1821,A1821,,,,,2,0
A1821,TB1821,,,,,2,0
A0122,A0988,,,,,2,679
A0988,A0122,,,,,2,679
TB0303,A6087,,,,,2,317
A6166,A2094,,,,,2,355
A2094,A6166,,,,,2,355
A6166,A2095,,,,,2,342
A2095,A6166,,,,,2,342
TB0339,A1114,,,,,2,486
A1114,TB2105,,,,,2,650
TB2105,A1114,,,,,2,650
A1562,A6166,,,,,2,52
A2768,A0122,,,,,2,561
TB2101,A1114,,,,,2,581
A2101,A1114,,,,,2,570
A6392,TB0315,,,,,2,460
A2115,A1114,,,,,2,471
A0204,A0122,,,,,2,348
A0122,A0204,,,,,2,348
A6166,A1562,,,,,2,52
TM0359,A1114,,,,,2,372
A1114,TM0359,,,,,2,372
A2079,A1114,,,,,2,361
A1114,A2079,,,,,2,361
A6430,A1114,,,,,2,205
A1114,A6430,,,,,2,205
TB6169,A1114,,,,,2,466
A1114,TB6169,,,,,2,466
A2080,A1114,,,,,2,260
A0524,TB0315,,,,,2,752
TB0315,A0524,,,,,2,752
A6119,TB0315,,,,,2,743
TB0315,A6119,,,,,2,743
A0122,A2768,,,,,2,561
A1563,A6166,,,,,2,83
A6166,A1563,,,,,2,83
A0324,A1114,,,,,2,326
A1114,A0324,,,,,2,326
TB2080,A1114,,,,,2,260
A1114,TB2080,,,,,2,260
A0990,A0122,,,,,2,677
A0603,TB0315,,,,,2,457
TB0315,A0603,,,,,2,457
A2256,A0122,,,,,2,451
A0122,A2256,,,,,2,451
A2590,A0122,,,,,2,437
A0122,A2590,,,,,2,437
A2255,A0122,,,,,2,472
A0122,A2255,,,,,2,472
TB1114,A1114,,,,,2,8
A1114,TB1114,,,,,2,8
A1397,TB0315,,,,,2,480
TB0315,A1397,,,,,2,480
TB0123,TB0315,,,,,2,182
TB0315,TB0123,,,,,2,182
TB1881,A1114,,,,,2,325
A1114,TB1881,,,,,2,325
TB6008,A1114,,,,,2,470
A1114,TB6008,,,,,2,470
TM2115,A1114,,,,,2,471
A1114,TM2115,,,,,2,471
A1497,A0122,,,,,2,213
A0122,A1497,,,,,2,213
A2769,A0122,,,,,2,582
A0122,A2769,,,,,2,582
A1114,A2101,,,,,2,570
A1881,A1114,,,,,2,325
A1114,A1881,,,,,2,325
A0323,A1114,,,,,2,367
A1114,A0323,,,,,2,367
A0124,TB0315,,,,,2,199
TB0315,A0124,,,,,2,199
TM1113,A1114,,,,,2,90
A1114,TM1113,,,,,2,90
TB2596,A1114,,,,,2,353
A1114,TB2596,,,,,2,353
A6493,A0122,,,,,2,438
TB0316,TB0315,,,,,2,272
TB0315,TB0316,,,,,2,272
A1114,M205,,,,,2,94
A0498,A0122,,,,,2,657
A0122,A0498,,,,,2,657
TB0603,TB0315,,,,,2,457
TB0315,TB0603,,,,,2,457
A2286,A6166,,,,,2,292
A6166,A2286,,,,,2,292
A0497,A0122,,,,,2,693
A0122,A0497,,,,,2,693
A6491,A0122,,,,,2,497
TB0315,A6392,,,,,2,460
A0123,TB0315,,,,,2,182
TB0315,A0123,,,,,2,182
A2362,A6166,,,,,2,344
A6166,A2362,,,,,2,344
A6391,TB0315,,,,,2,468
TB0315,A6391,,,,,2,468
A6406,M208,,,,,2,550
M208,A6406,,,,,2,550
A0203,A0122,,,,,2,369
A0122,A0203,,,,,2,369
A2288,A6166,,,,,2,447
A2257,A0122,,,,,2,540
A0122,A2257,,,,,2,540
A1498,A0122,,,,,2,204
A0122,A1498,,,,,2,204
A0327,TM2250,,,,,2,414
TM2250,A0327,,,,,2,414
A2363,A6166,,,,,2,359
A6166,A2363,,,,,2,359
A1899,A2275,,,,,2,250
A2275,A1899,,,,,2,250
A6492,A0122,,,,,2,511
A0122,A6492,,,,,2,511
A1565,A6166,,,,,2,70
A6418,TM1284,,,,,2,333
TM1284,A6418,,,,,2,333
A2591,A0122,,,,,2,402
A0122,A2591,,,,,2,402
TB2079,A1114,,,,,2,366
A1114,TB2079,,,,,2,366
A0777,A0122,,,,,2,531
A0122,A0777,,,,,2,531
A2287,A6166,,,,,2,387
A6166,A2287,,,,,2,387
A0125,A0122,,,,,2,19
A2770,A0122,,,,,2,595
A0122,A2770,,,,,2,595
TB2830,A1114,,,,,2,455
A1114,TB2830,,,,,2,455
A0216,A0122,,,,,2,206
A0122,A0216,,,,,2,206
A0778,A0122,,,,,2,452
A0122,A0778,,,,,2,452
A0991,A0122,,,,,2,698
A0122,A0991,,,,,2,698
A1033,TB0315,,,,,2,429
A0989,A0122,,,,,2,696
A0315,TB0315,,,,,2,0
TB0315,A0315,,,,,2,0
A0215,A0122,,,,,2,194
A0122,A0215,,,,,2,194
TM1254,A1114,,,,,2,291
A1114,TM1254,,,,,2,291
TB1821,A2074,,,,,2,521
A2074,TB1821,,,,,2,521
TB1725,A1724,,,,,2,127
A1724,TB1725,,,,,2,127
TB0471,TB1725,,,,,2,411
TB1725,A2169,,,,,2,436
A2169,TB1725,,,,,2,436
M205,A1114,,,,,2,94
TB1822,TB1725,,,,,2,166
A1856,TB1725,,,,,2,596
A1822,TB1725,,,,,2,177
A0468,TB1725,,,,,2,545
A2194,TB1725,,,,,2,618
TB1725,A1822,,,,,2,177
A1103,TB1725,,,,,2,655
TB1725,A1103,,,,,2,655
A0442,TB1725,,,,,2,460
TB1725,A0442,,,,,2,460
A2669,A6348,,,,,2,646
A6348,A2669,,,,,2,646
A2259,TB1725,,,,,2,467
TB1725,A2259,,,,,2,467
A0338,TB1725,,,,,2,361
TB1725,A0338,,,,,2,361
A6603,A6348,,,,,2,327
A0440,TB1725,,,,,2,448
TB1725,A0440,,,,,2,448
A6714,A6348,,,,,2,378
A6348,A6714,,,,,2,378
TM1822,TB1725,,,,,2,177
TB1725,TM1822,,,,,2,177
A1597,A6087,,,,,2,416
A6087,A1597,,,,,2,416
A2258,TB1725,,,,,2,530
TB1725,A2258,,,,,2,530
A2195,TB1725,,,,,2,651
A2524,A6348,,,,,2,370
A6348,A2524,,,,,2,370
TB1725,A1856,,,,,2,596
TB0323,A1114,,,,,2,367
A1114,TB0323,,,,,2,367
TB1103,TB1725,,,,,2,655
TB1725,TB1103,,,,,2,655
A0964,A6348,,,,,2,602
A6348,A0964,,,,,2,602
A6349,A6348,,,,,2,36
A6348,A6349,,,,,2,36
A0337,TB1725,,,,,2,386
A0467,TB1725,,,,,2,567
TB1725,A0467,,,,,2,567
TB1725,TB1822,,,,,2,166
A2225,A6348,,,,,2,263
A6348,A2225,,,,,2,263
TB6168,A1114,,,,,2,266
A1114,TB6168,,,,,2,266
TB1102,TB1725,,,,,2,491
TB1725,TB1102,,,,,2,491
TM0473,TB1725,,,,,2,572
TB1725,TM0473,,,,,2,572
A1726,TB1725,,,,,2,104
A6427,TB1725,,,,,2,435
TB1725,A6427,,,,,2,435
TM0470,TB1725,,,,,2,516
TB1725,TM0470,,,,,2,516
A0340,A1114,,,,,2,468
A1114,A0340,,,,,2,468
A6602,A6348,,,,,2,317
A6348,A6602,,,,,2,317
A6301,A1114,,,,,2,336
A1114,A6301,,,,,2,336
TB2116,A1114,,,,,2,300
A1114,TB2116,,,,,2,300
A6454,M208,,,,,2,346
TB6268,TB1725,,,,,2,700
TB1725,TB6268,,,,,2,700
TM2168,TB1725,,,,,2,462
TB1725,TM2168,,,,,2,462
TM1255,A1114,,,,,2,317
A1114,TM1255,,,,,2,317
A2117,TB1725,,,,,2,552
TB1725,A2117,,,,,2,552
A1256,A1114,,,,,2,256
A1114,A1256,,,,,2,256
TM1821,TB1725,,,,,2,173
TB0468,TB1725,,,,,2,539
TB1725,TB0468,,,,,2,539
TB0324,A1114,,,,,2,326
A1114,TB0324,,,,,2,326
TM6105,TM2250,,,,,2,182
TM2250,TM6105,,,,,2,182
TB1856,TB1725,,,,,2,596
TB1725,TB1856,,,,,2,596
A0339,A1114,,,,,2,495
A1114,A0339,,,,,2,495
TB1256,A1114,,,,,2,268
A1114,TB1256,,,,,2,268
A0971,A2721,,,,,2,462
A2201,A6348,,,,,2,351
TB2829,A1114,,,,,2,441
A1114,TB2829,,,,,2,441
A1951,A1114,,,,,2,611
A1114,A1951,,,,,2,611
A0002,A2275,,,,,2,448
A2275,A0002,,,,,2,448
A2116,A1114,,,,,2,300
A1114,A2116,,,,,2,300
A1727,TB1725,,,,,2,109
TB1725,A1727,,,,,2,109
A6362,A6348,,,,,2,263
A1102,TB1725,,,,,2,491
TB1725,A1102,,,,,2,491
TB6430,A1114,,,,,2,205
A1114,TB6430,,,,,2,205
A6030,TB1725,,,,,2,392
TB1725,A6030,,,,,2,392
A6297,A6348,,,,,2,518
A6348,A6297,,,,,2,518
TM1726,TB1725,,,,,2,104
TB1725,TM1726,,,,,2,104
A0471,TB1725,,,,,2,425
A2270,TB1725,,,,,2,281
TB1725,A2270,,,,,2,281
A0965,A6348,,,,,2,633
A6348,A0965,,,,,2,633
A1943,A6348,,,,,2,157
A6348,A1943,,,,,2,157
A2721,A1780,,,,,2,433
TM0589,A2207,,,,,2,475
A2207,TM0589,,,,,2,475
A1728,TB1725,,,,,2,73
TB1725,A1728,,,,,2,73
TM0469,TB1725,,,,,2,527
A1725,TB1725,,,,,2,78
TB1725,A1725,,,,,2,78
A0441,TB1725,,,,,2,470
TB1725,A0441,,,,,2,470
A6347,A6348,,,,,2,332
A6348,A6347,,,,,2,332
A1942,A6348,,,,,2,152
A6348,A1942,,,,,2,152
A2118,TB1725,,,,,2,559
TB1725,A2118,,,,,2,559
TM1727,TB1725,,,,,2,109
TB1725,TM1727,,,,,2,109
A2675,A6348,,,,,2,743
A0503,A6348,,,,,2,616
A6549,TM0319,,,,,2,607
TB1821,TB2258,,,,,2,374
TB2258,TB1821,,,,,2,374
A2052,A0715,,,,,2,476
A1199,A0715,,,,,2,295
A0761,A1740,,,,,2,495
TM0319,A6549,,,,,2,607
TM0319,A1810,,,,,2,514
A1810,TM0319,,,,,2,514
TM0319,A0254,,,,,2,156
A0254,TM0319,,,,,2,156
TM0319,A1054,,,,,2,387
A1054,TM0319,,,,,2,387
A6601,A6348,,,,,2,626
A6159,TM0319,,,,,2,351
A2091,A0715,,,,,2,657
A0715,A2091,,,,,2,657
TB0764,A1740,,,,,2,498
A1740,TB0764,,,,,2,498
M2,TM0319,,,,,2,399
TM0319,M2,,,,,2,399
A2090,A0715,,,,,2,551
A0715,A2090,,,,,2,551
A6122,A1740,,,,,2,657
A1740,A6122,,,,,2,657
TM0319,A1890,,,,,2,625
TB6605,A1740,,,,,2,511
A0502,A6348,,,,,2,646
A6348,A0502,,,,,2,646
A0051,A6348,,,,,2,755
A6348,A0051,,,,,2,755
A2202,A6348,,,,,2,381
A6348,A2202,,,,,2,381
A0055,A1740,,,,,2,372
A1740,A0055,,,,,2,372
A6348,A0503,,,,,2,616
A0050,A6348,,,,,2,740
A6348,A0050,,,,,2,740
A1403,A6348,,,,,2,623
TB1015,A1740,,,,,2,510
A1740,TB1015,,,,,2,510
A6121,A1740,,,,,2,491
A1740,A6121,,,,,2,491
A1743,A1740,,,,,2,85
A1740,A1743,,,,,2,85
A1740,A0761,,,,,2,495
TB0614,A1740,,,,,2,275
A1740,TB0614,,,,,2,275
TB1740,A1740,,,,,2,17
A1740,TB1740,,,,,2,17
A6120,A1740,,,,,2,510
TB0617,A1740,,,,,2,302
A1740,TB0617,,,,,2,302
A0801,A1740,,,,,2,613
A1740,A0801,,,,,2,613
A6443,A0715,,,,,2,389
A0715,A6443,,,,,2,389
A2399,A0715,,,,,2,556
A0715,A2399,,,,,2,556
A0715,A1199,,,,,2,295
TB6604,A1740,,,,,2,509
A1740,TB6604,,,,,2,509
A2092,A0715,,,,,2,669
A6394,A1740,,,,,2,460
A1740,A6394,,,,,2,460
TM1056,TM0319,,,,,2,434
TM0319,TM1056,,,,,2,434
A6550,TM0319,,,,,2,544
TM0319,A6550,,,,,2,544
A0251,TM0319,,,,,2,281
TM0319,A0251,,,,,2,281
A0196,A0715,,,,,2,434
A0715,A0196,,,,,2,434
TM0320,TM0319,,,,,2,38
TM0319,TM0320,,,,,2,38
A0054,A1740,,,,,2,396
A1897,TM0319,,,,,2,389
TM0319,A1897,,,,,2,389
A6393,A1740,,,,,2,457
A1740,A6393,,,,,2,457
A6605,A1740,,,,,2,609
A1740,A6605,,,,,2,609
TB1891,TM0319,,,,,2,624
TM0319,TB1891,,,,,2,624
A6604,A1740,,,,,2,819
A1740,A6604,,,,,2,819
A2093,A0715,,,,,2,678
TB2093,A0715,,,,,2,678
A0715,TB2093,,,,,2,678
TB1890,TM0319,,,,,2,625
TM0319,TB1890,,,,,2,625
TB0253,TM0319,,,,,2,146
TM0319,TB0253,,,,,2,146
A0764,A1740,,,,,2,507
A1740,A0764,,,,,2,507
A1961,TM0319,,,,,2,651
TM0319,A1961,,,,,2,651
A1074,M208,,,,,2,425
M208,A1074,,,,,2,425
A0757,A0715,,,,,2,711
A0800,A1740,,,,,2,517
A1740,A0800,,,,,2,517
TB0251,TM0319,,,,,2,260
TM0319,TB0251,,,,,2,260
TB1743,A1740,,,,,2,69
A1740,TB1743,,,,,2,69
A2420,TM2250,,,,,2,282
TM2250,A2420,,,,,2,282
TB0761,A1740,,,,,2,495
A1740,TB0761,,,,,2,495
A0756,A0715,,,,,2,739
A6396,A1740,,,,,2,717
A1740,A6396,,,,,2,717
TB0254,TM0319,,,,,2,174
TM0319,TB0254,,,,,2,174
TB1901,A2275,,,,,2,233
A2275,TB1901,,,,,2,233
A6091,TM1284,,,,,2,375
TM1284,A6091,,,,,2,375
A0614,A1740,,,,,2,235
A1740,A0614,,,,,2,235
A1253,A0715,,,,,2,654
A0715,A1253,,,,,2,654
A1200,A0715,,,,,2,188
TB1253,A0715,,,,,2,654
A0715,TB1253,,,,,2,654
TB0801,A1740,,,,,2,613
A1740,TB0801,,,,,2,613
A1057,TM0319,,,,,2,403
TM0319,A1057,,,,,2,403
A1107,TM0319,,,,,2,740
TM0319,A1107,,,,,2,740
A1780,A2721,,,,,2,433
A1252,A0715,,,,,2,474
A0715,A1252,,,,,2,474
A0716,A0715,,,,,2,75
A1891,TM0319,,,,,2,624
TM0319,A1891,,,,,2,624
A1015,A1740,,,,,2,487
A1740,A1015,,,,,2,487
TB6088,A2207,,,,,2,77
A2207,TB6088,,,,,2,77
A0195,A0715,,,,,2,432
A0715,A0195,,,,,2,432
A2721,A0015,,,,,2,227
A6744,A6632,,,,,2,557
A6632,A6744,,,,,2,557
A0213,TB2754,,,,,2,504
TB2754,A0003,,,,,2,666
A0003,TB2754,,,,,2,666
TM0336,TM0319,,,,,2,305
TM0387,TM1273,,,,,2,437
A1571,TM1273,,,,,2,480
