from_stop_id,to_stop_id,from_route_id,to_route_id,from_trip_id,to_trip_id,transfer_type,min_transfer_time
A6456,M308,,,,,2,510
TM0297,A6456,,,,,2,602
A2408,A0014,,,,,2,436
A0014,A2408,,,,,2,436
A0015,A0014,,,,,2,11
A0014,A0015,,,,,2,11
A2446,A0415,,,,,2,477
A6445,A6456,,,,,2,555
A6456,A6445,,,,,2,555
TM6213,A0014,,,,,2,299
A0014,TM6213,,,,,2,299
A2815,TB1936,,,,,2,326
TB1936,A2815,,,,,2,326
TB1264,A6456,,,,,2,229
A2447,A0415,,,,,2,428
A6606,A0415,,,,,2,27
TM2825,A6753,,,,,2,527
A6753,M208,,,,,2,146
TB0638,TB1936,,,,,2,482
TB1936,TB0638,,,,,2,482
A1479,A1213,,,,,2,307
A1896,TB0406,,,,,2,493
TB0406,A1896,,,,,2,493
TM1305,TB1936,,,,,2,522
TB1936,TM1305,,,,,2,522
A1829,A6420,,,,,2,213
A1934,TB0292,,,,,2,447
TB0292,A1934,,,,,2,447
A1368,A1220,,,,,2,216
TB0293,A1934,,,,,2,510
A1220,A1368,,,,,2,216
A0118,A6420,,,,,2,623
A6420,A0118,,,,,2,623
TM0634,A1934,,,,,2,237
A1934,TM0634,,,,,2,237
A0311,TB1936,,,,,2,185
A2163,A1934,,,,,2,480
A1934,A2163,,,,,2,480
A2367,A6420,,,,,2,537
A6420,A2367,,,,,2,537
A1830,A6420,,,,,2,245
A6420,A1830,,,,,2,245
A1212,A1213,,,,,2,428
A2818,A2614,,,,,2,535
A2614,A2818,,,,,2,535
A6136,TB1936,,,,,2,353
TB1936,A6136,,,,,2,353
A1023,A1220,,,,,2,209
A1220,A1023,,,,,2,209
A1905,A6420,,,,,2,584
A6420,A1905,,,,,2,584
A2135,TB1936,,,,,2,284
TB1936,A2135,,,,,2,284
A0293,A1934,,,,,2,516
A2136,TB1936,,,,,2,287
TB1936,A2136,,,,,2,287
M314,TB1936,,,,,2,485
TB1936,M314,,,,,2,485
A0290,TB1936,,,,,2,619
TB1936,A0290,,,,,2,619
A2613,A2614,,,,,2,13
A2614,A2613,,,,,2,13
A1306,TB1936,,,,,2,504
TB1936,A1306,,,,,2,504
A2134,TB1936,,,,,2,364
TB1936,A2134,,,,,2,364
A6678,A6420,,,,,2,245
A1301,TB1936,,,,,2,543
TB1936,A1301,,,,,2,543
A2189,A6420,,,,,2,86
A6420,A2189,,,,,2,86
A1302,TB1936,,,,,2,459
TB1936,A1302,,,,,2,459
TB1931,A1934,,,,,2,87
A1934,TB1931,,,,,2,87
A1931,A1934,,,,,2,99
A1934,A1931,,,,,2,99
A1684,A1683,,,,,2,34
TM0294,A1934,,,,,2,504
A1934,TM0294,,,,,2,504
A0638,TB1936,,,,,2,493
TB1936,A0638,,,,,2,493
TM0694,TB1936,,,,,2,519
TB1936,TM0694,,,,,2,519
TB1303,TB1936,,,,,2,500
TB1936,TB1303,,,,,2,500
A6659,A1934,,,,,2,549
A1934,A6659,,,,,2,549
A0730,A6420,,,,,2,404
A6420,A0730,,,,,2,404
TB0631,A1934,,,,,2,240
A0905,A1683,,,,,2,321
A1683,A0905,,,,,2,321
TB1302,TB1936,,,,,2,466
TB1936,TB1302,,,,,2,466
A6420,A1829,,,,,2,213
A0641,TB1936,,,,,2,509
TB1936,A0641,,,,,2,509
A1974,A6420,,,,,2,282
A6420,A1974,,,,,2,282
A2368,A6420,,,,,2,526
A6420,A2368,,,,,2,526
TB0635,A1934,,,,,2,216
TM0633,A1934,,,,,2,257
A1934,TM0633,,,,,2,257
A6679,A6420,,,,,2,241
A6420,A6679,,,,,2,241
A2061,A6420,,,,,2,484
A6420,A2061,,,,,2,484
TB2330,TM0399,,,,,2,228
A1924,A6420,,,,,2,323
A6420,A1924,,,,,2,323
TM2109,TB1936,,,,,2,328
TB1936,TM2109,,,,,2,328
A0635,A1934,,,,,2,242
A1404,A6420,,,,,2,501
A6420,A1404,,,,,2,501
A1904,A6420,,,,,2,548
A6420,A1904,,,,,2,548
TM1821,A1821,,,,,2,0
A2145,A1934,,,,,2,414
A1934,A2145,,,,,2,414
A7001,A6420,,,,,2,596
A6420,A7001,,,,,2,596
A7002,A6420,,,,,2,616
A6420,A7002,,,,,2,616
A0032,TB1936,,,,,2,485
A0119,A6420,,,,,2,605
A6420,A0119,,,,,2,605
A0292,A1934,,,,,2,422
A1934,A0292,,,,,2,422
A2058,A6420,,,,,2,500
A6420,A2058,,,,,2,500
TM0632,A1934,,,,,2,255
A1934,TM0632,,,,,2,255
A0603,A0750,,,,,2,139
TM0693,TB1936,,,,,2,524
TB1936,TM0693,,,,,2,524
TM0639,TB1936,,,,,2,430
A1973,A6420,,,,,2,283
A6420,A1973,,,,,2,283
A0906,A1683,,,,,2,335
A1683,A0906,,,,,2,335
TM0640,TB1936,,,,,2,451
TB1936,TM0640,,,,,2,451
A0637,TB1936,,,,,2,393
TB1936,A0637,,,,,2,393
A1022,A1220,,,,,2,274
A1220,A1022,,,,,2,274
A1221,A1220,,,,,2,39
TM1932,A1934,,,,,2,53
A1934,TM1932,,,,,2,53
A2146,A1934,,,,,2,363
A1934,A2146,,,,,2,363
A0631,A1934,,,,,2,240
A1934,A0631,,,,,2,240
A1405,A6420,,,,,2,556
A6420,A1405,,,,,2,556
TM1933,A1934,,,,,2,102
A1934,TM1933,,,,,2,102
M208,A6753,,,,,2,146
A6753,TB0385,,,,,2,608
A1896,A0007,,,,,2,439
A0415,TB2792,,,,,2,558
A2256,A2768,,,,,2,110
A2768,A2256,,,,,2,110
TB0499,A2256,,,,,2,513
TB2062,TB0309,,,,,2,386
TB0309,TB2062,,,,,2,386
TB2062,A2010,,,,,2,400
A2010,TB2062,,,,,2,400
TB2062,A2088,,,,,2,429
A2088,TB2062,,,,,2,429
A0007,A1896,,,,,2,439
A1964,TB1858,,,,,2,476
A1857,TB1858,,,,,2,338
TB1858,A2168,,,,,2,270
A2168,TB1858,,,,,2,270
A0310,TB2062,,,,,2,351
TB1858,A1964,,,,,2,476
TM0399,TB2330,,,,,2,228
TB2330,TM0647,,,,,2,486
A0499,A2256,,,,,2,513
A1859,TB1858,,,,,2,325
TB1858,A1859,,,,,2,325
A1103,TB1858,,,,,2,410
TB1858,A1103,,,,,2,410
A1965,TB1858,,,,,2,515
TB1858,A1965,,,,,2,515
A2255,A2256,,,,,2,98
A2256,A2255,,,,,2,98
TB6103,TB1858,,,,,2,348
TB1858,TB6103,,,,,2,348
TB2062,A0310,,,,,2,351
TB0123,A0603,,,,,2,274
A0830,A2256,,,,,2,447
A2256,A0830,,,,,2,447
A2036,TB2062,,,,,2,484
TB2062,A2036,,,,,2,484
TB2008,TB2062,,,,,2,427
TB2062,TB2008,,,,,2,427
TM0298,TB1858,,,,,2,216
TB1858,TM0298,,,,,2,216
A1497,A2256,,,,,2,237
A2256,A1497,,,,,2,237
TB1699,TB1858,,,,,2,518
TB1858,TB1699,,,,,2,518
A1316,TB1858,,,,,2,606
A2769,A2256,,,,,2,257
A2256,A2769,,,,,2,257
A1698,TB1858,,,,,2,548
TB1858,A1698,,,,,2,548
A2380,TB2062,,,,,2,591
TB2062,A2380,,,,,2,591
A1697,TB1858,,,,,2,563
TB1858,A1697,,,,,2,563
A6103,TB1858,,,,,2,350
TB1858,A6103,,,,,2,350
A0748,A0603,,,,,2,327
A0124,A0603,,,,,2,295
A0603,A0124,,,,,2,295
A0498,A2256,,,,,2,390
A2256,A0498,,,,,2,390
TB0603,A0603,,,,,2,0
A0603,TB0603,,,,,2,0
A0497,A2256,,,,,2,426
A2256,A0497,,,,,2,426
A6491,A2256,,,,,2,415
A2256,A6491,,,,,2,415
TB2010,TB2062,,,,,2,400
TB2062,TB2010,,,,,2,400
TB2089,TB2062,,,,,2,442
TB2062,TB2089,,,,,2,442
A2008,TB2062,,,,,2,427
TB2062,A2008,,,,,2,427
A2257,A2256,,,,,2,88
A2256,A2257,,,,,2,88
A6732,TB1858,,,,,2,543
TB1858,A6732,,,,,2,543
A1498,A2256,,,,,2,246
A2256,A1498,,,,,2,246
A2062,TB2062,,,,,2,0
TB2062,A2062,,,,,2,0
TB1856,TB1858,,,,,2,102
A0750,A0603,,,,,2,139
TB2063,TB2062,,,,,2,63
TB2062,TB2063,,,,,2,63
TB1241,TB1858,,,,,2,292
TB1858,TB1241,,,,,2,292
A6492,A2256,,,,,2,429
A2256,A6492,,,,,2,429
A6102,TB1858,,,,,2,365
TB1858,A6102,,,,,2,365
A1858,TB1858,,,,,2,0
TB1858,A1858,,,,,2,0
A6438,TB1858,,,,,2,421
TB2380,TB2062,,,,,2,591
TB2062,TB2380,,,,,2,591
A1727,TB1858,,,,,2,549
TB1858,A1727,,,,,2,549
A1242,TB1858,,,,,2,334
TB1858,A1242,,,,,2,334
A1102,TB1858,,,,,2,466
TB1858,A1102,,,,,2,466
A1116,TB1858,,,,,2,494
TB1858,A1116,,,,,2,494
TM1115,TB1858,,,,,2,494
TM1726,TB1858,,,,,2,553
TB1858,TM1726,,,,,2,553
TB0500,A2256,,,,,2,508
A2256,TB0500,,,,,2,508
A0747,A0603,,,,,2,258
A0603,A0747,,,,,2,258
TB0310,TB2062,,,,,2,351
TB2062,TB0310,,,,,2,351
A0777,A2256,,,,,2,449
A2256,A0777,,,,,2,449
A2009,TB2062,,,,,2,459
TB2062,A2009,,,,,2,459
A2089,TB2062,,,,,2,455
A2011,TB2062,,,,,2,385
TB2062,A2011,,,,,2,385
TB2379,TB2062,,,,,2,539
TB2062,TB2379,,,,,2,539
A2012,TB1858,,,,,2,206
TB1858,A2012,,,,,2,206
A0125,A2256,,,,,2,432
A2256,A0125,,,,,2,432
A2770,A2256,,,,,2,238
A2256,A2770,,,,,2,238
A0821,A0603,,,,,2,551
A0216,A2256,,,,,2,658
A2256,A0216,,,,,2,658
TM0297,TB1858,,,,,2,231
TB1858,TM0297,,,,,2,231
TB0626,TB2062,,,,,2,433
TB2062,TB0626,,,,,2,433
A0778,A2256,,,,,2,370
A2256,A0778,,,,,2,370
TM1727,TB1858,,,,,2,549
TB1858,TM1727,,,,,2,549
TB2850,A0603,,,,,2,803
A0603,TB2850,,,,,2,803
A0315,A0603,,,,,2,457
A0215,A2256,,,,,2,645
A2256,A0215,,,,,2,645
TB0385,A6753,,,,,2,608
TB0334,A2658,,,,,2,459
A6272,A2658,,,,,2,512
A2658,A6272,,,,,2,512
A6753,TM0379,,,,,2,273
TB0221,A2658,,,,,2,622
A0218,A0969,,,,,2,482
A0969,A0218,,,,,2,482
TM2242,A2658,,,,,2,78
A1896,TM1055,,,,,2,573
TM1055,A1896,,,,,2,573
A2319,A0218,,,,,2,286
TM0331,A2658,,,,,2,157
A2658,TM0331,,,,,2,157
A0333,A2658,,,,,2,463
A0968,A0218,,,,,2,447
A0218,A0968,,,,,2,447
TM2577,A2658,,,,,2,667
A2658,TM2577,,,,,2,667
TB0554,A0218,,,,,2,486
A0218,TB0554,,,,,2,486
A2232,A2658,,,,,2,496
A2658,A2232,,,,,2,496
A2658,TM2242,,,,,2,78
TB0447,A0218,,,,,2,586
A0218,TB0447,,,,,2,586
A0238,A0218,,,,,2,623
TB0238,A0218,,,,,2,623
A0218,TB0238,,,,,2,623
TB0237,A0218,,,,,2,640
A0218,TB0237,,,,,2,640
TM2254,A2658,,,,,2,309
A2658,TM2254,,,,,2,309
A0218,A2319,,,,,2,286
A0218,TB0170,,,,,2,461
A6707,A2658,,,,,2,347
A2658,A6707,,,,,2,347
A1856,TB1858,,,,,2,102
TB1858,A1856,,,,,2,102
TM0334,A2658,,,,,2,459
A6183,TB1858,,,,,2,463
TB1858,A6183,,,,,2,463
A0187,A2658,,,,,2,696
A2658,A0187,,,,,2,696
TB1103,TB1858,,,,,2,410
TB1858,TB1103,,,,,2,410
TB1964,TB1858,,,,,2,462
TB1858,TB1964,,,,,2,462
A1241,TB1858,,,,,2,292
TB1858,A1241,,,,,2,292
A2233,A2658,,,,,2,563
A0334,A2658,,,,,2,459
A2658,A0334,,,,,2,459
A1115,TB1858,,,,,2,471
TB1858,A1115,,,,,2,471
A0188,A2658,,,,,2,704
A2658,A0188,,,,,2,704
TM2169,TB1858,,,,,2,256
TB1858,TM2169,,,,,2,256
A2812,A2658,,,,,2,271
A2658,A2812,,,,,2,271
A0331,A2658,,,,,2,115
A2658,A0331,,,,,2,115
TM1837,A2658,,,,,2,582
TB1242,TB1858,,,,,2,366
TB1858,TB1242,,,,,2,366
A0044,A2658,,,,,2,161
A2658,A0044,,,,,2,161
TM0221,A2658,,,,,2,622
A2658,TM0221,,,,,2,622
TB6029,TB1858,,,,,2,423
TB1858,TB6029,,,,,2,423
TB1102,TB1858,,,,,2,466
TB1858,TB1102,,,,,2,466
A6437,TB1858,,,,,2,421
A1726,TB1858,,,,,2,553
TB1858,A1726,,,,,2,553
M13,A0218,,,,,2,646
A0218,M13,,,,,2,646
TM0673,A2658,,,,,2,360
A2658,TM0673,,,,,2,360
TM2017,A2658,,,,,2,409
A2658,TM2017,,,,,2,409
A0234,A0218,,,,,2,515
A0218,A0234,,,,,2,515
TM2168,TB1858,,,,,2,270
TB1858,TM2168,,,,,2,270
TM0647,TB2330,,,,,2,486
TM1838,A2658,,,,,2,656
A2017,A2658,,,,,2,391
A2658,A2017,,,,,2,391
A2240,A2658,,,,,2,61
A2658,A2240,,,,,2,61
A0298,TB1858,,,,,2,216
TB1858,A0298,,,,,2,216
A1231,A2658,,,,,2,455
A2658,A1231,,,,,2,455
TM0222,A2658,,,,,2,597
A2658,TM0222,,,,,2,597
TB0333,A2658,,,,,2,463
M203,A2658,,,,,2,470
A2658,M203,,,,,2,470
A0554,A0218,,,,,2,486
A0218,A0554,,,,,2,486
TB2330,A0396,,,,,2,517
A2811,A2658,,,,,2,307
A2658,A2811,,,,,2,307
A6708,A2658,,,,,2,374
A2658,A6708,,,,,2,374
A2429,A2658,,,,,2,91
A2658,A2429,,,,,2,91
A0043,A2658,,,,,2,389
A0233,A0218,,,,,2,475
A0218,A0233,,,,,2,475
TB0245,A0218,,,,,2,321
A0218,TB0245,,,,,2,321
M202,A2658,,,,,2,359
A2658,M202,,,,,2,359
A0237,A0218,,,,,2,640
A0218,A0237,,,,,2,640
TM2253,A2658,,,,,2,317
A2658,TM2253,,,,,2,317
TM2576,A2658,,,,,2,460
TB0969,A0218,,,,,2,473
A0218,TB0969,,,,,2,473
TB0968,A0218,,,,,2,447
A0218,TB0968,,,,,2,447
A0246,A0218,,,,,2,298
A0218,A0246,,,,,2,298
A6217,A2658,,,,,2,225
A2658,A6217,,,,,2,225
TM2241,A2658,,,,,2,81
A2658,TM2241,,,,,2,81
A0210,A0218,,,,,2,508
A0218,A0210,,,,,2,508
TM2018,A2658,,,,,2,377
A0221,A2658,,,,,2,622
A2658,A0221,,,,,2,622
A6215,A2658,,,,,2,426
A2658,A6215,,,,,2,426
A0329,A2658,,,,,2,95
A2658,A0329,,,,,2,95
A0217,A0218,,,,,2,101
A0218,A0217,,,,,2,101
A2018,A2658,,,,,2,376
A2658,A2018,,,,,2,376
A2822,A1612,,,,,2,568
TM0379,A6753,,,,,2,273
A6753,TM0378,,,,,2,251
M306,TB1725,,,,,2,91
TB1725,M306,,,,,2,91
M306,A1822,,,,,2,204
A1822,M306,,,,,2,204
M306,TB1858,,,,,2,604
TB1858,M306,,,,,2,604
A1821,M306,,,,,2,201
M306,A1821,,,,,2,201
A1896,TB1895,,,,,2,427
A2660,A2659,,,,,2,172
A2259,M306,,,,,2,494
A1612,A2822,,,,,2,568
A6034,A1612,,,,,2,487
A1612,A6034,,,,,2,487
A0240,A2659,,,,,2,539
TB2659,A2659,,,,,2,0
A0442,M306,,,,,2,435
M306,A0442,,,,,2,435
M306,A2259,,,,,2,494
A0338,M306,,,,,2,388
M306,A0338,,,,,2,388
A0440,M306,,,,,2,458
M306,A0440,,,,,2,458
M201,A2659,,,,,2,98
A2659,M201,,,,,2,98
TM1822,M306,,,,,2,204
M306,TM1822,,,,,2,204
A2258,M306,,,,,2,557
A2195,M306,,,,,2,676
M306,A2195,,,,,2,676
TB1895,A1896,,,,,2,427
TM1709,A2659,,,,,2,425
A2659,TM1709,,,,,2,425
A1869,A1612,,,,,2,334
A1612,A1869,,,,,2,334
TM0410,A1612,,,,,2,449
A1612,TM0410,,,,,2,449
TB0170,A0218,,,,,2,461
A2271,M306,,,,,2,311
M306,A2271,,,,,2,311
TB2217,A1612,,,,,2,355
A1476,A1612,,,,,2,487
A1612,A1476,,,,,2,487
TM0411,A1612,,,,,2,438
A1612,TM0411,,,,,2,438
A1856,M306,,,,,2,584
M306,A1856,,,,,2,584
TB1615,A1612,,,,,2,475
A1612,TB1615,,,,,2,475
A6196,A1612,,,,,2,543
A1612,A6196,,,,,2,543
TB0209,A0218,,,,,2,517
A1826,A1612,,,,,2,627
A1612,A1826,,,,,2,627
TB1103,M306,,,,,2,643
M306,TB1103,,,,,2,643
A0239,A2659,,,,,2,587
A2659,A0239,,,,,2,587
A1291,A1612,,,,,2,566
A1612,A1291,,,,,2,566
TB1874,A1612,,,,,2,662
A1612,TB1874,,,,,2,662
TB0246,A0218,,,,,2,277
A0218,TB0246,,,,,2,277
TB2278,A2659,,,,,2,396
TM1872,A1612,,,,,2,607
A1612,TM1872,,,,,2,607
A0337,M306,,,,,2,413
M306,A0337,,,,,2,413
A0467,M306,,,,,2,595
M306,A0467,,,,,2,595
A0209,A0218,,,,,2,517
A0218,A0209,,,,,2,517
A2659,A0240,,,,,2,539
A2147,A1612,,,,,2,691
A1612,A2147,,,,,2,691
TM2169,M306,,,,,2,411
TB1862,A1612,,,,,2,594
A1612,TB1862,,,,,2,594
A6143,A1612,,,,,2,547
A1612,A6143,,,,,2,547
TB1822,M306,,,,,2,193
M306,TB1822,,,,,2,193
TB1102,M306,,,,,2,479
M306,TB1102,,,,,2,479
A0555,A0218,,,,,2,511
A0218,A0555,,,,,2,511
A2216,A1612,,,,,2,239
A1726,M306,,,,,2,79
M306,A1726,,,,,2,79
A6427,M306,,,,,2,446
M306,A6427,,,,,2,446
TM0470,M306,,,,,2,543
M306,TM0470,,,,,2,543
A6198,A1612,,,,,2,489
A1612,A6198,,,,,2,489
A1469,A1612,,,,,2,436
A1612,A1469,,,,,2,436
TB6268,M306,,,,,2,688
M306,TB6268,,,,,2,688
TB1863,A1612,,,,,2,560
TM2168,M306,,,,,2,437
M306,TM2168,,,,,2,437
A2117,M306,,,,,2,561
M306,A2117,,,,,2,561
A2214,A1612,,,,,2,390
A1612,A2214,,,,,2,390
A6033,A1612,,,,,2,507
A1612,A6033,,,,,2,507
TM1821,M306,,,,,2,201
M306,TM1821,,,,,2,201
A2278,A2659,,,,,2,396
A1475,A1612,,,,,2,644
A1612,A1475,,,,,2,644
TB0468,M306,,,,,2,566
M306,TB0468,,,,,2,566
TB1856,M306,,,,,2,584
M306,TB1856,,,,,2,584
A1612,TB1475,,,,,2,651
A1858,M306,,,,,2,604
M306,A1858,,,,,2,604
A1727,M306,,,,,2,83
M306,A1727,,,,,2,83
A1102,M306,,,,,2,479
A6030,M306,,,,,2,403
M306,A6030,,,,,2,403
TM1726,M306,,,,,2,79
M306,TM1726,,,,,2,79
A0471,M306,,,,,2,452
M306,A0471,,,,,2,452
A2270,M306,,,,,2,305
M306,A2270,,,,,2,305
A1728,M306,,,,,2,100
M306,A1728,,,,,2,100
TM0469,M306,,,,,2,555
M306,TM0469,,,,,2,555
A1725,M306,,,,,2,105
A0441,M306,,,,,2,444
M306,A0441,,,,,2,444
A2118,M306,,,,,2,567
M306,A2118,,,,,2,567
TM1727,M306,,,,,2,83
M306,TM1727,,,,,2,83
TM0378,A6753,,,,,2,251
A1863,A1612,,,,,2,560
TM2337,A6455,,,,,2,547
A6455,TM2337,,,,,2,547
A6753,TB2121,,,,,2,631
TB1962,A6455,,,,,2,463
A6455,TM2336,,,,,2,508
TM2336,A6455,,,,,2,508
A6466,A6455,,,,,2,437
A6455,A6456,,,,,2,308
A6456,A6455,,,,,2,308
A1896,TM0319,,,,,2,446
TM0319,A1896,,,,,2,446
A1294,A1612,,,,,2,565
A1115,A6455,,,,,2,438
A6455,A1115,,,,,2,438
TB1695,A6020,,,,,2,606
A6020,TB1695,,,,,2,606
TB1695,A2327,,,,,2,410
A2327,TB1695,,,,,2,410
TB2326,TB1695,,,,,2,454
TB1695,TB2326,,,,,2,454
A1910,A1612,,,,,2,623
A6459,A6455,,,,,2,492
A6455,A6459,,,,,2,492
TM2335,A6455,,,,,2,447
A6455,TM2335,,,,,2,447
A1696,TB1695,,,,,2,114
TB1695,A1696,,,,,2,114
A2217,A1612,,,,,2,366
A1612,A2217,,,,,2,366
A2615,TB1695,,,,,2,617
TB1695,A2615,,,,,2,617
A6404,A6455,,,,,2,201
A6455,A6404,,,,,2,201
TB1613,A1612,,,,,2,533
TB1753,A1612,,,,,2,620
A1612,TB1753,,,,,2,620
TM1996,A6455,,,,,2,347
A6455,TM1996,,,,,2,347
A1874,A1612,,,,,2,586
A1612,A1874,,,,,2,586
A1615,A1612,,,,,2,475
A1612,A1615,,,,,2,475
A1613,A1612,,,,,2,533
A1612,A1613,,,,,2,533
A6458,A6455,,,,,2,41
A6496,A6455,,,,,2,246
A6455,A6496,,,,,2,246
A2616,TB1695,,,,,2,518
TB1695,A2616,,,,,2,518
A6488,A6455,,,,,2,411
A6455,A6488,,,,,2,411
A1871,A1612,,,,,2,309
A1612,A1871,,,,,2,309
TB1469,A1612,,,,,2,619
A1612,TB1469,,,,,2,619
A1612,A1294,,,,,2,565
TM1997,A6455,,,,,2,394
TB1963,A6455,,,,,2,517
A6455,TB1963,,,,,2,517
TM1116,A6455,,,,,2,411
A6455,TM1116,,,,,2,411
A6403,A6455,,,,,2,205
A6455,A6403,,,,,2,205
A2336,A6455,,,,,2,508
A6455,A2336,,,,,2,508
A1260,TB1695,,,,,2,460
TB1695,A1260,,,,,2,460
M7,A6455,,,,,2,359
A6455,M7,,,,,2,359
TM2826,A6455,,,,,2,483
A1257,TB1695,,,,,2,455
TB1695,A1257,,,,,2,455
A6435,A6455,,,,,2,1
A6455,A6435,,,,,2,1
A6402,A6455,,,,,2,411
A6455,A6402,,,,,2,411
TB2616,TB1695,,,,,2,518
TB1695,TB2616,,,,,2,518
TM2334,A6455,,,,,2,444
A6455,TM2334,,,,,2,444
TM1908,A6455,,,,,2,534
TB1259,TB1695,,,,,2,360
TB1695,TB1259,,,,,2,360
A0492,TB1695,,,,,2,635
TB1695,A0492,,,,,2,635
A6498,A6455,,,,,2,274
A6455,A6498,,,,,2,274
A6454,A6455,,,,,2,460
A6455,A6454,,,,,2,460
A6254,TB1695,,,,,2,676
TB1695,A6254,,,,,2,676
A1074,A6455,,,,,2,261
A6455,A1074,,,,,2,261
TM1720,A6455,,,,,2,565
TB1265,A6455,,,,,2,288
A6455,TB1265,,,,,2,288
TM6181,A6455,,,,,2,451
A6455,TM6181,,,,,2,451
TM2178,A6455,,,,,2,583
A6455,TM2178,,,,,2,583
A2325,TB1695,,,,,2,494
TB1695,A2325,,,,,2,494
A1073,A6455,,,,,2,229
A6455,A1073,,,,,2,229
A1695,TB1695,,,,,2,0
A6732,A6455,,,,,2,525
A6455,A6732,,,,,2,525
TM1074,A6455,,,,,2,261
A6455,TM1074,,,,,2,261
TM1909,A6455,,,,,2,556
A6455,TM1909,,,,,2,556
A0396,TB2330,,,,,2,517
A6467,A6455,,,,,2,488
A6455,A6467,,,,,2,488
A1308,A6455,,,,,2,401
A6455,A1308,,,,,2,401
TB1695,A2326,,,,,2,454
TB1475,A1612,,,,,2,651
A1470,A1612,,,,,2,392
TB2330,TB6331,,,,,2,578
A6457,A6455,,,,,2,274
A6455,A6457,,,,,2,274
A1116,A6455,,,,,2,423
A6455,A1116,,,,,2,423
TM1115,A6455,,,,,2,423
A6455,TM1115,,,,,2,423
A1753,A1612,,,,,2,620
A1612,A1753,,,,,2,620
A1259,TB1695,,,,,2,360
A1614,A1612,,,,,2,32
A1612,A1614,,,,,2,32
TM2179,A6455,,,,,2,565
A6455,TM2179,,,,,2,565
A2324,TB1695,,,,,2,459
TB1695,A2324,,,,,2,459
TM1308,A6455,,,,,2,401
A6455,TM1308,,,,,2,401
TB1260,TB1695,,,,,2,460
TB1695,TB1260,,,,,2,460
A2215,A1612,,,,,2,377
A1612,A2215,,,,,2,377
A2337,A6455,,,,,2,547
TB1264,A6455,,,,,2,291
A6455,TB1264,,,,,2,291
A6272,A2299,,,,,2,110
A1463,TB2473,,,,,2,488
TB2473,A1463,,,,,2,488
A1463,TB2453,,,,,2,465
TB2453,A1463,,,,,2,465
A1463,A2451,,,,,2,94
A2451,A1463,,,,,2,94
TB2121,A6753,,,,,2,631
A2299,TM2299,,,,,2,0
TM2299,A2299,,,,,2,0
A2299,TM0380,,,,,2,220
TM0380,A2299,,,,,2,220
TB0612,A0499,,,,,2,402
A0499,TB0612,,,,,2,402
A6753,TM2337,,,,,2,41
TB2676,A0172,,,,,2,211
A2299,A6272,,,,,2,110
TB0171,A0172,,,,,2,51
A0678,A0172,,,,,2,343
A0172,A6483,,,,,2,653
A6483,A0172,,,,,2,653
A6115,A0499,,,,,2,76
TB1487,A0499,,,,,2,512
A2256,A0499,,,,,2,513
A0173,A0172,,,,,2,194
A2255,A0499,,,,,2,428
TB2452,A1463,,,,,2,462
A1463,TB2452,,,,,2,462
A0172,A0173,,,,,2,194
A2453,A1463,,,,,2,416
A1463,A2453,,,,,2,416
TB0163,A0172,,,,,2,621
A0172,TB0163,,,,,2,621
TB2408,A0499,,,,,2,364
A0499,TB2408,,,,,2,364
A1497,A0499,,,,,2,566
A0499,A1497,,,,,2,566
A1792,A0172,,,,,2,668
TB0971,A0499,,,,,2,621
A0499,TB0971,,,,,2,621
A0226,A0499,,,,,2,402
A0499,A0226,,,,,2,402
A0172,TB2676,,,,,2,211
A1929,A0499,,,,,2,175
A0499,A1929,,,,,2,175
TB1929,A0499,,,,,2,175
A0499,TB1929,,,,,2,175
TB0162,A0172,,,,,2,609
A0172,TB0162,,,,,2,609
A0499,TB2409,,,,,2,301
TM0680,A0172,,,,,2,9
A1884,A2299,,,,,2,381
A2299,A1884,,,,,2,381
TM2298,A2299,,,,,2,25
A2299,TM2298,,,,,2,25
A2473,A1463,,,,,2,502
A1463,A2473,,,,,2,502
A0681,A0172,,,,,2,308
A0172,A0681,,,,,2,308
A6477,A1463,,,,,2,209
A1463,A6477,,,,,2,209
TB2474,A1463,,,,,2,478
A6219,A2299,,,,,2,351
A2299,A6219,,,,,2,351
A2452,A1463,,,,,2,468
A1463,A2452,,,,,2,468
TM2477,A2299,,,,,2,495
A2299,TM2477,,,,,2,495
M204,A2299,,,,,2,435
A2299,M204,,,,,2,435
A1793,A0172,,,,,2,666
A0172,A1793,,,,,2,666
A1462,A1463,,,,,2,85
A1463,A1462,,,,,2,85
A6218,A2299,,,,,2,324
A2812,A2299,,,,,2,336
A2299,A2812,,,,,2,336
A2808,A2299,,,,,2,324
A2299,A2808,,,,,2,324
TB1463,A1463,,,,,2,10
A1463,TB1463,,,,,2,10
TM2017,A2299,,,,,2,221
A2299,TM2017,,,,,2,221
A2017,A2299,,,,,2,230
A2299,A2017,,,,,2,230
A6241,A0172,,,,,2,643
TM0381,A2299,,,,,2,275
A2299,TM0381,,,,,2,275
A2661,A2299,,,,,2,439
A2299,A2661,,,,,2,439
M203,A2299,,,,,2,150
A2299,M203,,,,,2,150
A6476,A1463,,,,,2,250
A1463,A6476,,,,,2,250
A2474,A1463,,,,,2,478
A1463,A2474,,,,,2,478
A2798,A1463,,,,,2,263
A1463,A2798,,,,,2,263
A2811,A2299,,,,,2,323
TM0060,A0172,,,,,2,643
A0172,TM0060,,,,,2,643
