table_name,field_name,language,translation,record_id,record_sub_id,field_value
stops,stop_name,en,UL. TEMENUGA,,,УЛ. ТЕМЕНУГА
stops,stop_name,en,ZH.K. MLADOST 2,,,Ж.К. МЛАДОСТ 2
stops,stop_name,en,DENDRARIUM,,,ДЕНДРАРИУМ
stops,stop_name,en,UL. IVAN ANDONOV,,,УЛ. ИВАН АНДОНОВ
stops,stop_name,en,UL. SV.SV. KIRIL I METODIY,,,УЛ. СВ.СВ. КИРИЛ И МЕТОДИЙ
stops,stop_name,en,UL. LESNOVSKA REKA,,,УЛ. ЛЕСНОВСКА РЕКА
stops,stop_name,en,TEHNOPOLIS ZH.K. MLADOST 4,,,ТЕХНОПОЛИС Ж.К. МЛАДОСТ 4
stops,stop_name,en,SERDIKA 2,,,СЕРДИКА 2
stops,stop_name,en,ZH.K. DIANABAD,,,Ж.К. ДИАНАБАД
stops,stop_name,en,GROBISHTEN PARK KREMIKOVTSI - PO ZHELANIE,,,ГРОБИЩЕН ПАРК КРЕМИКОВЦИ - ПО ЖЕЛАНИЕ
stops,stop_name,en,ISKARSKO SHOSE,,,ИСКЪРСКО ШОСЕ
stops,stop_name,en,UMBALSM Pirogov,,,УМБАЛСМ Пирогов
stops,stop_name,en,UL. 24-TA - VREMENNA,,,УЛ. 24-ТА - ВРЕМЕННА
stops,stop_name,en,BUL. ISTORIYA SLAVYANOBALGARSKA,,,БУЛ. ИСТОРИЯ СЛАВЯНОБЪЛГАРСКА
stops,stop_name,en,NATCHALO S. MARTCHAEVO,,,НАЧАЛО С. МЪРЧАЕВО
stops,stop_name,en,UL. NESHO BONTCHEV,,,УЛ. НЕШО БОНЧЕВ
stops,stop_name,en,TEHNO PARK SOFIYA,,,ТЕХНО ПАРК СОФИЯ
stops,stop_name,en,UL.BAEVITSA,,,УЛ.БАЕВИЦА
stops,stop_name,en,SELSKOKTOPANSKA AKADEMIYA,,,СЕЛСКОКТОПАНСКА АКАДЕМИЯ
stops,stop_name,en,S. MARTCHAEVO - TOLUMSKA MAHALA,,,С. МЪРЧАЕВО - ТОЛУМСКА МАХАЛА
stops,stop_name,en,PL. MAKEDONIYA,,,ПЛ. МАКЕДОНИЯ
stops,stop_name,en,UL. LYUBOTRAN,,,УЛ. ЛЮБОТРЪН
stops,stop_name,en,86-TI POSHTENSKI KLON,,,86-ТИ ПОЩЕНСКИ КЛОН
stops,stop_name,en,UL.BAYKAL,,,УЛ.БАЙКАЛ
stops,stop_name,en,KOKALYANSKO HANTCHE,,,КОКАЛЯНСКО ХАНЧЕ
stops,stop_name,en,KV. ILIYANTSI,,,КВ. ИЛИЯНЦИ
stops,stop_name,en,KV. REPUBLIKA 2,,,КВ. РЕПУБЛИКА 2
stops,stop_name,en,UL. GEN. VL. DINTCHEV,,,УЛ. ГЕН. ВЛ. ДИНЧЕВ
stops,stop_name,en,LYULIN,,,ЛЮЛИН
stops,stop_name,en,TPK HEMUS,,,ТПК ХЕМУС
stops,stop_name,en,UL. ILIYA BESHKOV,,,УЛ. ИЛИЯ БЕШКОВ
stops,stop_name,en,PLOSHTAD VELTCHOVA ZAVERA,,,ПЛОЩАД ВЕЛЧОВА ЗАВЕРА
stops,stop_name,en,UL. ATANAS UZUNOV,,,УЛ. АТАНАС УЗУНОВ
stops,stop_name,en,BL. 620 ZH.K. LYULIN 6,,,БЛ. 620 Ж.К. ЛЮЛИН 6
stops,stop_name,en,UL.POLK. ST. BATCHIYSKI,,,УЛ.ПОЛК. СТ. БАЧИЙСКИ
stops,stop_name,en,KINO ODEON,,,КИНО ОДЕОН
stops,stop_name,en,BUL. AKAD. IV. GESHOV,,,БУЛ. АКАД. ИВ. ГЕШОВ
stops,stop_name,en,AVTOBAZA ISKAR,,,АВТОБАЗА ИСКЪР
stops,stop_name,en,BL. 706 ZH.K. LYULIN 7,,,БЛ. 706 Ж.К. ЛЮЛИН 7
stops,stop_name,en,BALKANKAR AD,,,БАЛКАНКАР АД
stops,stop_name,en,ul. Maestro Atanasov,,,ул. Маестро Атанасов
stops,stop_name,en,GROBISHTEN PARK DRAGALVTSI - VREMENNA,,,ГРОБИЩЕН ПАРК ДРАГАЛВЦИ - ВРЕМЕННА
stops,stop_name,en,MOSTA NA R. ISKAR KV. ABDOVITSA,,,МОСТА НА Р. ИСКЪР КВ. АБДОВИЦА
stops,stop_name,en,PROMISHLENA ZONA GORNI LOZEN,,,ПРОМИШЛЕНА ЗОНА ГОРНИ ЛОЗЕН
stops,stop_name,en,BL.207 ZH.K.OBELYA 2,,,БЛ.207 Ж.К.ОБЕЛЯ 2
stops,stop_name,en,Ul. Kaymaktchalan-vremenna,,,Ул. Каймакчалан-временна
stops,stop_name,en,UL. TCHEPINSKO SHOSE,,,УЛ. ЧЕПИНСКО ШОСЕ
stops,stop_name,en,METROSTANTSIYA AKAD.A.T-BALAN,,,МЕТРОСТАНЦИЯ АКАД.А.Т-БАЛАН
stops,stop_name,en,GARA KAZITCHENE,,,ГАРА КАЗИЧЕНЕ
stops,stop_name,en,UL.KONSTANTIN BODIN,,,УЛ.КОНСТАНТИН БОДИН
stops,stop_name,en,SHKOLA BTCHK,,,ШКОЛА БЧК
stops,stop_name,en,31-VO SUTCHEM,,,31-ВО СУЧЕМ
stops,stop_name,en,KV. OVTCHA KUPEL,,,КВ. ОВЧА КУПЕЛ
stops,stop_name,en,UL. VELTCHO ATANASOV,,,УЛ. ВЕЛЧО АТАНАСОВ
stops,stop_name,en,UL. PROF. D. ATANASOV,,,УЛ. ПРОФ. Д. АТАНАСОВ
stops,stop_name,en,UL. VRAH MANTCHO,,,УЛ. ВРЪХ МАНЧО
stops,stop_name,en,UL. VISHOVGRAD,,,УЛ. ВИШОВГРАД
stops,stop_name,en,BL. 437 ZH.K. MLADOST 4,,,БЛ. 437 Ж.К. МЛАДОСТ 4
stops,stop_name,en,BL. 505 ZH.K. OVTCHA KUPEL 1,,,БЛ. 505 Ж.К. ОВЧА КУПЕЛ 1
stops,stop_name,en,SADEBNA PALATA,,,СЪДЕБНА ПАЛАТА
stops,stop_name,en,SELO ZHELYAVA,,,СЕЛО ЖЕЛЯВА
stops,stop_name,en,POPOVA MAHALA,,,ПОПОВА МАХАЛА
stops,stop_name,en,ZH.K. OVTCHA KUPEL 2,,,Ж.К. ОВЧА КУПЕЛ 2
stops,stop_name,en,UL.KAMEN ANDREEV,,,УЛ.КАМЕН АНДРЕЕВ
stops,stop_name,en,8-MI DKTS,,,8-МИ ДКЦ
stops,stop_name,en,V.Z. PODGUMER - PO ZHELANIE,,,В.З. ПОДГУМЕР - ПО ЖЕЛАНИЕ
stops,stop_name,en,SPZ MODERNO PREDGRADIE,,,СПЗ МОДЕРНО ПРЕДГРАДИЕ
stops,stop_name,en,UL. KOSMONAVT,,,УЛ. КОСМОНАВТ
stops,stop_name,en,BUL. NIKOLA VAPTSAROV,,,БУЛ. НИКОЛА ВАПЦАРОВ
stops,stop_name,en,NATCHALO S. LOKORSKO,,,НАЧАЛО С. ЛОКОРСКО
stops,stop_name,en,BUL. AL. PUSHKIN,,,БУЛ. АЛ. ПУШКИН
stops,stop_name,en,BL. 35 ZH.K. ZAHARNA FABRIKA,,,БЛ. 35 Ж.К. ЗАХАРНА ФАБРИКА
stops,stop_name,en,NATCHALO S. KATINA,,,НАЧАЛО С. КЪТИНА
stops,stop_name,en,BL. 202 ZH.K. MLADOST 2,,,БЛ. 202 Ж.К. МЛАДОСТ 2
stops,stop_name,en,"BL. 162, ZH.K. DRUZHBA 1",,,"БЛ. 162, Ж.К. ДРУЖБА 1"
stops,stop_name,en,UL.GEN.SUVOROV - VREMENNA,,,УЛ.ГЕН.СУВОРОВ - ВРЕМЕННА
stops,stop_name,en,UL. OBZOR,,,УЛ. ОБЗОР
stops,stop_name,en,BUL. AL.  STAMBOLIYSKI,,,БУЛ. АЛ.  СТАМБОЛИЙСКИ
stops,stop_name,en,PROMISHLENA ZONA,,,ПРОМИШЛЕНА ЗОНА
stops,stop_name,en,UL. DETELINA,,,УЛ. ДЕТЕЛИНА
stops,stop_name,en,KV. IZGREV - PO ZHELANIE,,,КВ. ИЗГРЕВ - ПО ЖЕЛАНИЕ
stops,stop_name,en,UL.BELI BROD - VREMENNA,,,УЛ.БЕЛИ БРОД - ВРЕМЕННА
stops,stop_name,en,PAZARA MLADOST 1,,,ПАЗАРА МЛАДОСТ 1
stops,stop_name,en,GORUBLYANSKO HANTCHE,,,ГОРУБЛЯНСКО ХАНЧЕ
stops,stop_name,en,BL.119 ZH.K. OBELYA 1,,,БЛ.119 Ж.К. ОБЕЛЯ 1
stops,stop_name,en,UL. YOSIF SHROSMAYER,,,УЛ. ЙОСИФ ШРОСМАЙЕР
stops,stop_name,en,UL. GEN GURKO,,,УЛ. ГЕН ГУРКО
stops,stop_name,en,KEMPINSKI HOTEL ZOGRAFSKI,,,КЕМПИНСКИ ХОТЕЛ ЗОГРАФСКИ
stops,stop_name,en,BUL.PRAGA,,,БУЛ.ПРАГА
stops,stop_name,en,Studentski grad,,,Студентски град
stops,stop_name,en,UL. OBELSKI MOGILI - VREMENNA,,,УЛ. ОБЕЛСКИ МОГИЛИ - ВРЕМЕННА
stops,stop_name,en,TSENTARA KV. ILIYANTSI,,,ЦЕНТЪРА КВ. ИЛИЯНЦИ
stops,stop_name,en,KMETSTVO KAZITCHENE,,,КМЕТСТВО КАЗИЧЕНЕ
stops,stop_name,en,STUDENTSKA POLIKLINIKA,,,СТУДЕНТСКА ПОЛИКЛИНИКА
stops,stop_name,en,METROSTANTSIYA VITOSHA,,,МЕТРОСТАНЦИЯ ВИТОША
stops,stop_name,en,KV. ORLANDOVTSI,,,КВ. ОРЛАНДОВЦИ
stops,stop_name,en,RAZKLON ZA KV. SIMEONOVO,,,РАЗКЛОН ЗА КВ. СИМЕОНОВО
stops,stop_name,en,TSENTAR SELO MRAMOR,,,ЦЕНТЪР СЕЛО МРАМОР
stops,stop_name,en,RAYSKA GRADINA,,,РАЙСКА ГРАДИНА
stops,stop_name,en,ZH.K.VRABNITSA 1,,,Ж.К.ВРЪБНИЦА 1
stops,stop_name,en,PLOSHTAD S. VOLUYAK,,,ПЛОЩАД С. ВОЛУЯК
stops,stop_name,en,ZASLON SINANITSA,,,ЗАСЛОН СИНАНИЦА
stops,stop_name,en,BL.3 ZH.K. DRUZHBA-1,,,БЛ.3 Ж.К. ДРУЖБА-1
stops,stop_name,en,SELO GORNI LOZEN,,,СЕЛО ГОРНИ ЛОЗЕН
stops,stop_name,en,BANYATA KV.GNILYANE,,,БАНЯТА КВ.ГНИЛЯНЕ
stops,stop_name,en,BUL.SHIPTCHENSKI PROHOD,,,БУЛ.ШИПЧЕНСКИ ПРОХОД
stops,stop_name,en,UL. KALO,,,УЛ. КАЛО
stops,stop_name,en,AVTOSTANTSIYA KNYAZHEVO,,,АВТОСТАНЦИЯ КНЯЖЕВО
stops,stop_name,en,TEATRALNA,,,ТЕAТРАЛНА
stops,stop_name,en,PROMISHLENA ZONA- PO ZHELANIE,,,ПРОМИШЛЕНА ЗОНА- ПО ЖЕЛАНИЕ
stops,stop_name,en,ZH.K.VODOLEY,,,Ж.К.ВОДОЛЕЙ
stops,stop_name,en,UL. BOYAN MAGESNIK,,,УЛ. БОЯН МАГЕСНИК
stops,stop_name,en,SELIMITSA,,,СЕЛИМИЦА
stops,stop_name,en,KAMPINGA,,,КЪМПИНГА
stops,stop_name,en,PGVAD,,,ПГВАД
stops,stop_name,en,GROBISHTEN PARK DRAGALEVTSI - VREMENNA,,,ГРОБИЩЕН ПАРК ДРАГАЛЕВЦИ - ВРЕМЕННА
stops,stop_name,en,UL.TOPLIKA - VREMENNA,,,УЛ.ТОПЛИКА - ВРЕМЕННА
stops,stop_name,en,OTS OVTCHA KUPEL,,,ОЦ ОВЧА КУПЕЛ
stops,stop_name,en,UL. KAP. D. SPISAREVSKI,,,УЛ. КАП. Д. СПИСАРЕВСКИ
stops,stop_name,en,ZH.K. LYULIN 5,,,Ж.К. ЛЮЛИН 5
stops,stop_name,en,MOSTA NA SUHATA REKA - VREMENNA,,,МОСТА НА СУХАТА РЕКА - ВРЕМЕННА
stops,stop_name,en,KV. SUHODOL,,,КВ. СУХОДОЛ
stops,stop_name,en,LETISHTE SOFIYA TERMINAL 1,,,ЛЕТИЩЕ СОФИЯ ТЕРМИНАЛ 1
stops,stop_name,en,26-TI DKTS,,,26-ТИ ДКЦ
stops,stop_name,en,PATRIARH EVTIMIY,,,ПАТРИАРХ ЕВТИМИЙ
stops,stop_name,en,BL.18 STUDENTSKI GRAD - VREMENNA,,,БЛ.18 СТУДЕНТСКИ ГРАД - ВРЕМЕННА
stops,stop_name,en,GARA YANA,,,ГАРА ЯНА
stops,stop_name,en,HOTEL HILTAN,,,ХОТЕЛ ХИЛТЪН
stops,stop_name,en,UL. POP GRUYO,,,УЛ. ПОП ГРУЙО
stops,stop_name,en,PO ZHELANIE,,,ПО ЖЕЛАНИЕ
stops,stop_name,en,UL. NISHAVA,,,УЛ. НИШАВА
stops,stop_name,en,KULINAREN K-T PEYFIL,,,КУЛИНАРЕН К-Т ПЕЙФИЛ
stops,stop_name,en,BUL. D-R G. M. DIMITROV,,,БУЛ. Д-Р Г. М. ДИМИТРОВ
stops,stop_name,en,UL.YURIY GAGARIN,,,УЛ.ЮРИЙ ГАГАРИН
stops,stop_name,en,NATCHALO KV.MIHAYLOVO,,,НАЧАЛО КВ.МИХАЙЛОВО
stops,stop_name,en,UL. HAN KUBRAT,,,УЛ. ХАН КУБРАТ
stops,stop_name,en,RESTORANT TCHERNATA KOTKA,,,РЕСТОРАНТ ЧЕРНАТА КОТКА
stops,stop_name,en,MIZIYA / NBU,,,МИЗИЯ / НБУ
stops,stop_name,en,RESTORANT ZLATNATA RIBKA,,,РЕСТОРАНТ ЗЛАТНАТА РИБКА
stops,stop_name,en,BL. 301 ZH.K. LYULIN 3,,,БЛ. 301 Ж.К. ЛЮЛИН 3
stops,stop_name,en,INTER EKSPO TSENTAR,,,ИНТЕР ЕКСПО ЦЕНТЪР
stops,stop_name,en,UL. RODINA,,,УЛ. РОДИНА
stops,stop_name,en,FONDOVI ZHILISHTA,,,ФОНДОВИ ЖИЛИЩА
stops,stop_name,en,UL. NADEZHDA,,,УЛ. НАДЕЖДА
stops,stop_name,en,MOSTA ZA REZIDENTSIYA VRANA,,,МОСТА ЗА РЕЗИДЕНЦИЯ ВРАНА
stops,stop_name,en,NOVA MAHALA - PO ZHELANIE,,,НОВА МАХАЛА - ПО ЖЕЛАНИЕ
stops,stop_name,en,BALGARSKO NATSIONALNO RADIO,,,БЪЛГАРСКО НАЦИОНАЛНО РАДИО
stops,stop_name,en,BANYATA PANTCHAREVO,,,БАНЯТА ПАНЧАРЕВО
stops,stop_name,en,BL. 11 ZH.K. LEVSKI V,,,БЛ. 11 Ж.К. ЛЕВСКИ В
stops,stop_name,en,KORIYATA,,,КОРИЯТА
stops,stop_name,en,PL. ZHURNALIST,,,ПЛ. ЖУРНАЛИСТ
stops,stop_name,en,UL. VRATCHANSKA,,,УЛ. ВРАЧАНСКА
stops,stop_name,en,MAHALA DZHYULNITSI,,,МАХАЛА ДЖЮЛНИЦИ
stops,stop_name,en,UL. OBIKOLNA,,,УЛ. ОБИКОЛНА
stops,stop_name,en,UL. ALEKO TURANDZHA,,,УЛ. АЛЕКО ТУРАНДЖА
stops,stop_name,en,PATEN VAZEL YANA - PO ZHELANIE,,,ПЪТЕН ВЪЗЕЛ ЯНА - ПО ЖЕЛАНИЕ
stops,stop_name,en,UL. KAP.D. SPISAREVSKI,,,УЛ. КАП.Д. СПИСАРЕВСКИ
stops,stop_name,en,Ul. Metodi Ivanov,,,Ул. Методи Иванов
stops,stop_name,en,MLADOST 3,,,МЛАДОСТ 3
stops,stop_name,en,UL.VISHNOVKA - PO ZHELANIE,,,УЛ.ВИШНОВКА - ПО ЖЕЛАНИЕ
stops,stop_name,en,163-TO OU,,,163-ТО ОУ
stops,stop_name,en,BETONOV VAZEL,,,БЕТОНОВ ВЪЗЕЛ
stops,stop_name,en,PROSTOR,,,ПРОСТОР
stops,stop_name,en,ZIMEN DVORETS NA STORTA,,,ЗИМЕН ДВОРЕЦ НА СТОРТА
stops,stop_name,en,UL. ZARNITCHE,,,УЛ. ЗАРНИЧЕ
stops,stop_name,en,ul. Kamen Andreev-vremenna,,,ул. Камен Андреев-временна
stops,stop_name,en,KULTUREN DOM,,,КУЛТУРЕН ДОМ
stops,stop_name,en,UL. TODOR KABLESHKOV,,,УЛ. ТОДОР КАБЛЕШКОВ
stops,stop_name,en,BUL. AL.STAMBOLIYSKI,,,БУЛ. АЛ.СТАМБОЛИЙСКИ
stops,stop_name,en,HLEBOZAVODA,,,ХЛЕБОЗАВОДА
stops,stop_name,en,UL. KOSTA LULTCHEV,,,УЛ. КОСТА ЛУЛЧЕВ
stops,stop_name,en,HIPERMARKET HIT- VREMENNA,,,ХИПЕРМАРКЕТ ХИТ- ВРЕМЕННА
stops,stop_name,en,GARA SOFIYA SEVER,,,ГАРА СОФИЯ СЕВЕР
stops,stop_name,en,UL.61,,,УЛ.61
stops,stop_name,en,BUL. SLIVNITSA - VREMENNA,,,БУЛ. СЛИВНИЦА - ВРЕМЕННА
stops,stop_name,en,RAZKLON ZA KV.SIMEONOVO,,,РАЗКЛОН ЗА КВ.СИМЕОНОВО
stops,stop_name,en,TCHITALISHTE PROSVETA,,,ЧИТАЛИЩЕ ПРОСВЕТА
stops,stop_name,en,TETS SOFIYA,,,ТЕЦ СОФИЯ
stops,stop_name,en,KAUTCHUKOV ZAVOD ZEBRA - PO ZHELANIE,,,КАУЧУКОВ ЗАВОД ЗЕБРА - ПО ЖЕЛАНИЕ
stops,stop_name,en,UL. TSAREVETS,,,УЛ. ЦАРЕВЕЦ
stops,stop_name,en,NATCHALO TOLEVA MAHALA,,,НАЧАЛО ТОЛЕВА МАХАЛА
stops,stop_name,en,UL. PROFESOR FRIT'OF NANSEN,,,УЛ. ПРОФЕСОР ФРИТЬОФ НАНСЕН
stops,stop_name,en,OPALTCHENSKA,,,ОПЪЛЧЕНСКА
stops,stop_name,en,MLADEZHKI TEATAR,,,МЛАДЕЖКИ ТЕАТЪР
stops,stop_name,en,RAZKLONA ZA LIFT DRAGALEVTSI,,,РАЗКЛОНА ЗА ЛИФТ ДРАГАЛЕВЦИ
stops,stop_name,en,ONKOLOGITCHEN DISPANSER,,,ОНКОЛОГИЧЕН ДИСПАНСЕР
stops,stop_name,en,SERDIKA,,,СЕРДИКА
stops,stop_name,en,KMETSTVO BALSHA,,,КМЕТСТВО БАЛША
stops,stop_name,en,BUL. PEYO YAVOROV,,,БУЛ. ПЕЙО ЯВОРОВ
stops,stop_name,en,140 SOU,,,140 СОУ
stops,stop_name,en,UL. GERGANA,,,УЛ. ГЕРГАНА
stops,stop_name,en,KOMPLEKS NA BAN,,,КОМПЛЕКС НА БАН
stops,stop_name,en,UNSS - VREMENNA,,,УНСС - ВРЕМЕННА
stops,stop_name,en,PL.PIRDOP,,,ПЛ.ПИРДОП
stops,stop_name,en,ZH.K.DRUZHBA 2  (UL. OBIKOLNA),,,Ж.К.ДРУЖБА 2  (УЛ. ОБИКОЛНА)
stops,stop_name,en,KV. KREMIKOVTSI,,,КВ. КРЕМИКОВЦИ
stops,stop_name,en,KV. FAKULTETA,,,КВ. ФАКУЛТЕТА
stops,stop_name,en,METROSTANTSIYA VARDAR,,,МЕТРОСТАНЦИЯ ВАРДАР
stops,stop_name,en,V.Z. SUHODOL,,,В.З. СУХОДОЛ
stops,stop_name,en,UL. SNEZHNIK,,,УЛ. СНЕЖНИК
stops,stop_name,en,HOTEL MORENI,,,ХОТЕЛ МОРЕНИ
stops,stop_name,en,UL. DIMITAR PETKOV,,,УЛ. ДИМИТЪР ПЕТКОВ
stops,stop_name,en,BL. 98 ZH.K. DRUZHBA 1,,,БЛ. 98 Ж.К. ДРУЖБА 1
stops,stop_name,en,BL. 33 ZH.K. SLATINA,,,БЛ. 33 Ж.К. СЛАТИНА
stops,stop_name,en,HMS,,,ХМС
stops,stop_name,en,UL. 4 - VREMENNA,,,УЛ. 4 - ВРЕМЕННА
stops,stop_name,en,BL.33 ZH.K. SLATINA,,,БЛ.33 Ж.К. СЛАТИНА
stops,stop_name,en,BL. 6 ZH.K. MLADOST 1,,,БЛ. 6 Ж.К. МЛАДОСТ 1
stops,stop_name,en,GORNA BANYA,,,ГОРНА БАНЯ
stops,stop_name,en,KRASNO SELO,,,КРАСНО СЕЛО
stops,stop_name,en,NATCHALO S. VLADAYA,,,НАЧАЛО С. ВЛАДАЯ
stops,stop_name,en,OVTCHA KUPEL 2,,,ОВЧА КУПЕЛ 2
stops,stop_name,en,UL. TEOFIL GANEV,,,УЛ. ТЕОФИЛ ГАНЕВ
stops,stop_name,en,UL. MAKGAHAN,,,УЛ. МАКГАХАН
stops,stop_name,en,BUL. HRISTO BOTEV,,,БУЛ. ХРИСТО БОТЕВ
stops,stop_name,en,UL. DOBROTITCH,,,УЛ. ДОБРОТИЧ
stops,stop_name,en,PL.LAVOV MOST,,,ПЛ.ЛЪВОВ МОСТ
stops,stop_name,en,UL. NARODNO HORO,,,УЛ. НАРОДНО ХОРО
stops,stop_name,en,BL. 25 ZH.K. OVTCHA KUPEL 2,,,БЛ. 25 Ж.К. ОВЧА КУПЕЛ 2
stops,stop_name,en,V.Z.KINOTSENTAR,,,В.З.КИНОЦЕНТЪР
stops,stop_name,en,MINATA,,,МИНАТА
stops,stop_name,en,BUL. D-R PETAR DERTLIEV,,,БУЛ. Д-Р ПЕТЪР ДЕРТЛИЕВ
stops,stop_name,en,RESTORANT ALEKSANDRIYA,,,РЕСТОРАНТ АЛЕКСАНДРИЯ
stops,stop_name,en,BUL. KONSTANTIN VELITCHKOV,,,БУЛ. КОНСТАНТИН ВЕЛИЧКОВ
stops,stop_name,en,INZHSTROY SOFIYA AD,,,ИНЖСТРОЙ СОФИЯ АД
stops,stop_name,en,LETISHTE SOFIYA,,,ЛЕТИЩЕ СОФИЯ
stops,stop_name,en,UL.N.HRELKOV,,,УЛ.Н.ХРЕЛКОВ
stops,stop_name,en,ESTAKADATA,,,ЕСТАКАДАТА
stops,stop_name,en,UL.SHUMEN,,,УЛ.ШУМЕН
stops,stop_name,en,UL.HAN KUBRAT,,,УЛ.ХАН КУБРАТ
stops,stop_name,en,UL. PATRIARH DAMYAN,,,УЛ. ПАТРИАРХ ДАМЯН
stops,stop_name,en,TSENTRALNA GARA,,,ЦЕНТРАЛНА ГАРА
stops,stop_name,en,TSAREVA MAHALA,,,ЦАРЕВА МАХАЛА
stops,stop_name,en,BL. 214 ZH.K. BOROVO,,,БЛ. 214 Ж.К. БОРОВО
stops,stop_name,en,POLETO,,,ПОЛЕТО
stops,stop_name,en,V.Z. BOYANA,,,В.З. БОЯНА
stops,stop_name,en,KRAYA NA SELOTO,,,КРАЯ НА СЕЛОТО
stops,stop_name,en,VREMENNA,,,ВРЕМЕННА
stops,stop_name,en,61-VO OU,,,61-ВО ОУ
stops,stop_name,en,UL. PROF. ATANAS ISHIRKOV,,,УЛ. ПРОФ. АТАНАС ИШИРКОВ
stops,stop_name,en,PLOSHTAD NA AVIATSIYATA,,,ПЛОЩАД НА АВИАЦИЯТА
stops,stop_name,en,STADION G. ASPARUHOV,,,СТАДИОН Г. АСПАРУХОВ
stops,stop_name,en,BL. 411 ZH.K. MLADOST 4,,,БЛ. 411 Ж.К. МЛАДОСТ 4
stops,stop_name,en,DETSKI DOM KINOTSENTAR,,,ДЕТСКИ ДОМ КИНОЦЕНТЪР
stops,stop_name,en,PAZAR OVTCHA KUPEL,,,ПАЗАР ОВЧА КУПЕЛ
stops,stop_name,en,RAZKLONA LIFT SIMEONOVO,,,РАЗКЛОНА ЛИФТ СИМЕОНОВО
stops,stop_name,en,UL. VISHNEVA,,,УЛ. ВИШНЕВА
stops,stop_name,en,BL.49 ZH.K. DARVENITSA,,,БЛ.49 Ж.К. ДЪРВЕНИЦА
stops,stop_name,en,Ul. Naroden geroy-vremenna,,,Ул. Народен герой-временна
stops,stop_name,en,VSU L. KARAVELOV,,,ВСУ Л. КАРАВЕЛОВ
stops,stop_name,en,UL. ZLATEN VEK,,,УЛ. ЗЛАТЕН ВЕК
stops,stop_name,en,UL.PRILEP,,,УЛ.ПРИЛЕП
stops,stop_name,en,HOTEL PROSTOR,,,ХОТЕЛ ПРОСТОР
stops,stop_name,en,DETSKI YASLI,,,ДЕТСКИ ЯСЛИ
stops,stop_name,en,METROSTANTSIYA OPALTCHENSKA,,,МЕТРОСТАНЦИЯ ОПЪЛЧЕНСКА
stops,stop_name,en,SELO ZHITEN,,,СЕЛО ЖИТЕН
stops,stop_name,en,MAHALA KON'OVITSA,,,МАХАЛА КОНЬОВИЦА
stops,stop_name,en,ZH.K.NADEZHDA 4,,,Ж.К.НАДЕЖДА 4
stops,stop_name,en,UL. VESKO VESELINOV,,,УЛ. ВЕСКО ВЕСЕЛИНОВ
stops,stop_name,en,HADZHI DIMITAR,,,ХАДЖИ ДИМИТЪР
stops,stop_name,en,PK DIANA,,,ПК ДИАНА
stops,stop_name,en,NATCHALO S. IVANYANE - PO ZHELANIE,,,НАЧАЛО С. ИВАНЯНЕ - ПО ЖЕЛАНИЕ
stops,stop_name,en,PROMISHLENA ZONA KAZITCHENE,,,ПРОМИШЛЕНА ЗОНА КАЗИЧЕНЕ
stops,stop_name,en,ZH.K. DARVENITSA,,,Ж.К. ДЪРВЕНИЦА
stops,stop_name,en,RAZKLON MAGISTRALA HEMUS,,,РАЗКЛОН МАГИСТРАЛА ХЕМУС
stops,stop_name,en,PL. RUTCHEY,,,ПЛ. РУЧЕЙ
stops,stop_name,en,BL. 89 ZH.K.DRUZHBA 1,,,БЛ. 89 Ж.К.ДРУЖБА 1
stops,stop_name,en,NDK - VREMENNA,,,НДК - ВРЕМЕННА
stops,stop_name,en,Grobishten park Dragalevtsi-vremenna,,,Гробищен парк Драгалевци-временна
stops,stop_name,en,UL. KALOYANOVO,,,УЛ. КАЛОЯНОВО
stops,stop_name,en,ZH.K. OBELYA 2,,,Ж.К. ОБЕЛЯ 2
stops,stop_name,en,UL.ZLATEN VEK,,,УЛ.ЗЛАТЕН ВЕК
stops,stop_name,en,KV. MANASTIRSKI LIVADI,,,КВ. МАНАСТИРСКИ ЛИВАДИ
stops,stop_name,en,ZH.P. PRELEZ - PO ZHELANIE,,,Ж.П. ПРЕЛЕЗ - ПО ЖЕЛАНИЕ
stops,stop_name,en,BALKANKERAMIK AD - PO ZHELANIE,,,БАЛКАНКЕРАМИК АД - ПО ЖЕЛАНИЕ
stops,stop_name,en,UL.OMAYA,,,УЛ.ОМАЯ
stops,stop_name,en,NATCHALO S. ZHELYAVA,,,НАЧАЛО С. ЖЕЛЯВА
stops,stop_name,en,DETSKI DOM - PO ZHELANIE,,,ДЕТСКИ ДОМ - ПО ЖЕЛАНИЕ
stops,stop_name,en,PL. KV. VRAZHDEBNA,,,ПЛ. КВ. ВРАЖДЕБНА
stops,stop_name,en,KV. VIDNITE,,,КВ. ВИДНИТЕ
stops,stop_name,en,PROMISHLENA ZONA BUSMANTSI,,,ПРОМИШЛЕНА ЗОНА БУСМАНЦИ
stops,stop_name,en,BUL. BRYATA BAKSTON,,,БУЛ. БРЯТА БЪКСТОН
stops,stop_name,en,Metrostantsiia Vitosha,,,Метростанция Витоша
stops,stop_name,en,BL. 39 ZH.K. GORUBLYANE,,,БЛ. 39 Ж.К. ГОРУБЛЯНЕ
stops,stop_name,en,BL. 207 ZH.K. OBELYA-2,,,БЛ. 207 Ж.К. ОБЕЛЯ-2
stops,stop_name,en,UL. PROLET,,,УЛ. ПРОЛЕТ
